type,text
ham,"Kate jackson rec center before 7ish, right?"
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,What he said is not the matter. My mind saying some other matter is there.
ham,Also are you bringing galileo or dobby
ham,You will go to walmart. I.ll stay.
ham,Are you wet right now?
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Haven't left yet so probably gonna be here til dinner
ham,Ill call you evening ill some ideas.
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,Bring tat cd don forget
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,"Call me, i am senthil from hsbc."
ham,Should I tell my friend not to come round til like  # ish?
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,At WHAT TIME should i come tomorrow
ham,S:)s.nervous  # :)
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Please tell me you have some of that special stock you were talking about
ham,I got your back! Do you have any dislikes in bed?
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,Orh i tot u say she now still dun believe.
ham,He is a womdarfull actor
ham,Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ...  I will be with YOU  Wherevr.. Whenevr.. Forevr... Gudnyt dear..
ham,Now get step 2 outta the way. Congrats again.
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
spam,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,"Usf I guess, might as well take 1 car"
spam,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"Sorry, I'll call later"
ham,Am also doing in cbe only. But have to pay.
ham,I reach home safe n sound liao...
ham,Arun can u transfr me d amt
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,Don know..he is watching film in computer..
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,Hey do you want anything to buy:)
ham,Aiyo cos i sms u then u neva reply so i wait 4 u to reply lar. I tot u havent finish ur lab wat.
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,That is wondar full flim.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead & wish U Merry Xmas...
ham,Can't take any major roles in community outreach. You rock mel
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,* Thought I didn't see you.
ham,"Sorry, I'll call you  later. I am in meeting sir."
spam,"URGENT! Your mobile No 077xxx WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,You see the requirements please
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Am not interested to do like that.
ham,As in i want custom officer discount oh.
ham,wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal. ..
ham,"Same here, but I consider walls and bunkers and important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,We're done...
ham,"Yeah, probably here for a while"
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x CallsÂ£1/minMobsmore LKPOBOX177HP51FL
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,How come?
ham,Go fool dont cheat others ok
ham,No plans yet. What are you doing ?
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,u no home work to do meh... 
ham,Also track down any lighters you can find
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,"We are at grandmas. Oh dear, u still ill? I felt terrible this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Neshanth..tel me who r u?
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  # Lacs.there is no source to arng dis amt. # lacs..thats my prob
ham,And by when you're done I mean now
spam,Money i have won wining number 946 wot do i do next
ham,"Sorry, was in the bathroom, sup"
ham,wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal. ..
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,Dunno he jus say go lido. Same time 930.
ham,Hi its in durban are you still on this number
ham,"I'm not coming over, do whatever you want"
ham,Where u been hiding stranger?
ham,Ok then u tell me wat time u coming later lor.
ham,Got smaller capacity one? Quite ex...
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,U GOIN OUT 2NITE?
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
ham,First answer my question.
ham,Good Morning plz call me sir
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS..
ham,Lol your always so convincing.
ham,I see a cup of coffee animation
ham,Is xy in ur car when u picking me up?
ham,Dad went out oredi... 
ham,"Sorry, I can't text & drive coherently, see you in twenty"
ham,Then u come n pick me at 530 ar?
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589"
ham,Beauty sleep can help ur pimples too.
ham,"I think Iâ¬Ëm waiting for the same bus! Inform me when you get there, if you ever get there."
ham,Hey. You got any mail?
ham,S but mostly not like that.
ham,How will I creep on you now? ;_;
ham,Okie... Thanx...
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
ham,Thanks. Fills me with complete calm and reassurance! 
ham,Hello which the site to download songs its urgent pls
ham,Great! So what attracts you to the brothas?
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,I luv u soo much u donât understand how special u r 2 me ring u 2morrow luv u xxx
ham,Blank is Blank. But wat is blank? Lol
ham,What Today-sunday..sunday is holiday..so no work..
ham,No..jst change tat only..
ham,"Haha yeah I see that now, be there in a sec"
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,Die... Now i have e toot fringe again...
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  #  dollars.
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,Missing you too.pray inshah allah
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their suppliers, just as a shop has to give a guarantee on what they sell. B. G."
ham,Hi ....My engagement has been fixd on  # th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,"When you get free, call me"
ham,Does uncle timi help in clearing cars
ham,Wat u doing there?
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip & don't worry.
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,I think chennai well settled?
ham,"Awesome, text me when you're restocked"
ham,Thank u!
ham,Black shirt n blue jeans... I thk i c u...
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,So when you gonna get rimac access 
ham,Good Morning my Dear........... Have a great & successful day.
ham,Done it but internet connection v slow and canâ¬Ët send it. Will try again later or first thing tomo.
ham,Ok... U enjoy ur shows...
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,X2  # . Are you going to get that
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  # 
ham,Thank You meet you monday
ham,Does not operate after  #  or what
ham,That's my honeymoon outfit. :)
ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
ham,I was at bugis juz now wat... But now i'm walking home oredi... u so late then reply... I oso saw a top dat i like but din buy... Where r u now? 
ham,I dont thnk its a wrong calling between us
ham,Also you and your family for going to rhode island or wherever and leaving me all alone the week I have a new bong :(
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,We're finally ready fyi
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,u dun wan to watch infernal affair?
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3 "
ham,Understand. his loss is my gain :) so do you work? School?
ham,By monday next week. Give me the full gist
ham,"Aight, let me know when you're gonna be around usf"
ham,"Princess, is your kitty shaved or natural?"
ham,"K I'm ready,  # ?"
ham,Gimme a few was  #  minutes ago
ham,i thought we were doing a king of the hill thing there.
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!"
ham,When u login dat time... Dad fetching u home now?
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,Sweet heart how are you?
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,Hey anyway i have to :-)
ham,Wat time do u wan 2 meet me later?
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
spam,+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,Yup ok...
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,Apo all other are mokka players only
spam,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,"How long has it been since you screamed, princess?"
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,LMAO where's your fish memory when I need it?
ham,"Yeah, where's your class at?"
ham,Its good to hear from you
ham,"It could work, we'll reach a consensus at the next meeting"
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ârents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James."
ham,How much would it cost to hire a hitman
ham,My painful personal thought- I always try to keep everybody happy all the time. But nobody recognises me when i am alone
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,"Good! No, donâ¬Ët need any receiptsâ¬âwell done! (...) Yes, please tell . Whatâ¬Ës her number, i could ring her"
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,Ok... Then r we meeting later?
ham,Your bill at 3 is Â£33.65 so thats not bad!
ham,Dude got a haircut. Now its breezy up there
ham,What part of don't initiate don't you understand
ham,You getting back any time soon?
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,I love you both too :-)
ham,Sorry da. I gone mad so many pending works what to do.
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,Just finished. Missing you plenty
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Ok lor then we go tog lor...
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,It means u could not keep ur words.
ham,Ok... Sweet dreams...
ham,"Thank you. And by the way, I just lost."
ham,Hey what are you doing. Y no reply pa..
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,Howz that persons story
ham,Can do lor...
ham,And pls pls drink plenty plenty water
ham,Its sarcasm.. .nt scarcasim
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get # % u get # %. Deal?
ham,I know that my friend already told that.
ham,Your daily text from me â¬â a favour this time
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,"K, wait chikku..il send aftr  # mins"
ham,Well I might not come then...
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that  #  lac crore of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  #  yrs. Can give  #  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  #  social projects. Every citizen can get monthly  # /- for  #  yrs. No need of World Bank & IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,i see. When we finish we have loads of loans to pay
ham,Or i go home first lar u wait 4 me lor.. I put down my stuff first..
ham,I cant pick the phone right now. Pls send a message
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
ham,Hey are we going for the lo lesson or gym? 
ham,There the size of elephant tablets!!
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Thank you. do you generally date the brothas?
ham,"Aight, call me once you're close"
ham,You give us back my id proof and  #  rs. We wont allow you to work. We will come to your home within days
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Actually getting ready to leave the house.
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,"Yes, my reg is  Ciao!"
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow
ham,Enjoy ur life. . Good night
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,Fyi I'm gonna call you sporadically starting at like  #  bc we are not not doin this
ham,Lol great now im getting hungry.
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U... Gud night..swt dreams..take care"
ham,IM LATE TELLMISS IM ON MY WAY
ham,Yup bathe liao...
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Near kalainar tv office.thenampet
ham,"Cool, text me when you're ready"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,Or u go buy wif him then i meet u later can?
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,"Yeah probably, I still gotta check out with leo"
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Tell me pa. How is pain de.
ham,Big brotherâ¬Ës really scraped the barrel with this shower of social misfits
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,What is the plural of the noun research?
ham,Great! How is the office today?
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,Pls she needs to dat slowly or she will vomit more.
ham,Do u noe how 2 send files between 2 computers?
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge
ham,Sorry i'm not free...
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  #  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Do we have any spare power supplies
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Do you like shaking your booty on the dance floor?
ham,You said to me before i went back to bed that you can't sleep for anything.
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
ham,Armand says get your butt over to epsilon
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,ARR birthday today:) i wish him to get more oscar.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,K I'll take care of it
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,You know there is. I shall speak to you in  #  minutes then
ham,I'm at work. Please call
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Bugis oso near wat... 
ham,I AM AT THE GAS STATION. GO THERE.
ham,Oh ic. I thought you meant mary jane.
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Mm i had my food da from out
ham,Ok lor. I'm in town now lei.
ham,Wat time r u going to xin's hostel?
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Nice.nice.how is it working?
ham,That means get the door
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,"Oh, then your phone phoned me but it disconnected"
ham,Good Morning plz call me sir
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,Hmmm:)how many players selected?
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,"Ask g or iouri, I've told the story like ten times already"
ham,1 I don't have her number and 2 its gonna be a massive pain and i'd rather not get involved if that's possible
ham,Okay but i thought you were the expert
ham,Should I have picked up a receipt or something earlier
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,I will once i get home
ham,"Sir, i am waiting for your call, once free please call me."
ham,I anything lor.
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
spam,"our mobile number has won Â£5000, to claim calls us back or ring the claims hot line on 09050005321."
ham,I accidentally deleted the message. Resend please.
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Am I the only one who doesn't stalk profiles?
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
ham,Ok can...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
spam,Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,Those ducking chinchillas
ham,"Damn, poor zac doesn't stand a chance"
ham,Wa... U so efficient... Gee... Thanx...
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,Thats cool. i liked your photos. You are very sexy!
ham,Dad says hurry the hell up
ham,;-) ok. I feel like john lennon.
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,When u wana see it then
ham,Can u call me at 10:10 to make sure dat i've woken up...
ham,Did u see what I posted on your Facebook?
ham,"As usual..iam fine, happy & doing well..:)"
ham,Ding me on ya break! Blacko from londn
ham,No..but heard abt tat..
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,I'm home. Ard wat time will u reach?
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  #  IQ. Tis s IAS question try to answer.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
ham,"Didn't try, g and I decided not to head out"
ham,Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
ham,Poor girl can't go one day lmao
ham,Thinking of u ;) x
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or Â£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,Would me smoking you out help us work through this difficult time
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
ham,Have you finished work yet? :)
ham,Then she dun believe wat?
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,LOL ... Have you made plans for new years?
ham,"This is one of the days you have a billion classes, right?"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Even if he my friend he is a priest call him now
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,I place all ur points on e cultures module already.
